Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Dnm3,0,0,0,0,1.539862994,0,0,0,4.450771197,4.049861841,0,0,0,0,0,0,0,0,5.787746783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.104871381,0.923670436,0,0,0,0,0,0,0,0,0,0,6.124316134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.834861278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586634959,0,4.741591301,0,0,0,7.706558259,0,0,0,0,0,0,0,0,0,0,1.576122387,0,3.195417843,0,0,0,0,0,4.461458467,0,0,0.998827976,0,0,0,0,4.546974255,0,0,0
Abcb1a,1.195347221,0,0,1.023444302,5.335584499,0,0,1.446230876,0,0,0,0,0,0,0,0,0.996431715,0,0,0,1.657407645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.815002966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.588070998,0,0,0,7.052750237,0,0,0,0,0,0,0,0,0,0,4.21508488,1.469554148,0,0,0,0,0.918778353,0,3.566637591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.387164291,0,0,4.564798194,0,0,6.742622399,0,0,1.41328497,0,0,0,0,0,0,0,0.974278875,0,0,0,0,0,0,0,0,0,0,0,0,7.191848394,0,0,0,1.825195756,0,0,0,0,5.103675567,0,0,0,2.571091202,0,0,0,0,0,0,0,0,0,0,2.484588096,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyyr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.679896668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.994700332,0,0,0,0,0,0,7.500682526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.245950886,0,4.744969043,0.980775667,0,0,0,0,0,0,0,0,0,2.548515363,0,0,0,0,0,0,0,3.096086566,0,0,6.868328416,0,0,0,0,0,6.008934829,0,0,0,0,0,0,0,0,0,0,0,0,6.052380814,0,0,0,0,0,0,0,5.829960594,0,7.470676073,0,0
Tox,0,0,0,0,0,0,2.256132274,0,7.979177997,0,3.43807011,3.982890451,0,6.196844691,0,0,0,0,0,0,0,0,1.474010321,0,0,0,0,0,0,7.898449531,0,5.88942301,0,0,4.366747394,0,0,8.619812757,0,0,0,0,0,6.647594327,0,0,4.544523078,0,0,0,0,0,0,0,2.208011743,0,0,4.121597255,7.28023549,7.183757179,0,0,0,1.168180952,6.088178848,1.359350847,5.551558674,0,0,0,0,0,0,0,0,0,3.798742365,0,0,3.971442747,0.981876052,3.399883909,0.891282041,0,0,0.959578595,1.012943003,7.664090416,0,0,5.508439511,0,0,0,7.656191757,0,0,0,0,0,5.616361642,0,7.748081151,0,4.856854863,0,0,1.783367075,0,7.773639741,4.564658074,6.059970979,4.690634834,0,6.53470768,8.201335878,6.667536645,6.348168424,0,5.22967576,0,0,0,0.985900323,5.394284421,0,0,7.468267566,0,0,5.639319483,3.548511614,0,0,0,0,2.776617257,3.827756676,0,0,0,7.443656493,7.517816985,0,4.648961984,0,2.791696926,0,0,0,0,0,0,0,0,5.51949008,6.820548955,0,0,0,0,0,0,0,0,0
Fhdc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.954333588,0,0,0,0,5.47479659,0,0,0,1.052275231,1.242677288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.534194254,8.120549696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.137040177,0,5.003875252,0,0,0,0,0,0,0,0,7.563700261,3.821006141,0,0,0,0,5.842434013,0,0.955606872,0,0,0,0,0,0,0,0,0,0,0,0,6.156236356,0,0,0,0,0,7.140948103,0,0,0,0,0,0,0,0,0,0,3.564967405,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575084695,0,0,0,0,0
Rassf4,0,5.495246204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.582020484,0,0,1.242677288,0,0,0,0,0,0,0,0,0,0,0,0,7.497509819,1.258515789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896330398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.597799693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.809658504,0,0,0,1.030416121,0,0,0,0,0,0,0
Asb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.642097491,0,0,1.127486221,0,8.538847742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29823884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17355378,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191769033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461787877,1.048485955,0,0,0,0,0,0,0,0,0,0,0,6.695929857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11820407,0
Flt3,2.505332155,3.913236484,4.744065568,4.971872967,8.836590949,4.161912536,4.512264547,3.729687588,1.029811487,3.724726256,5.214010822,0,7.28544027,3.600412103,0,4.400757454,1.579306903,0,1.413057486,5.300580499,2.428058313,4.226910883,2.336251085,0,3.735714341,0,1.547569323,2.42597296,0,5.184490745,4.290164853,1.805541593,1.013906807,1.420102914,0,1.787023381,1.152149508,3.939384705,4.634728115,0,4.237118679,0,1.463983005,0,2.772975804,0,4.929928403,1.667816781,0,2.217171431,2.264944526,3.879576445,0,0,0,0,1.955009702,0,4.467684877,0,3.592881012,1.071072831,0,0,1.627038026,1.359350847,0,3.058093891,0,2.63396509,0,1.170436106,0.927671731,0,0,5.220634475,2.329188217,2.80316581,0,0,1.963752104,0,0,0,0,0.959578595,4.582110432,4.367121236,0,6.571660515,3.860100527,2.141235014,2.994417635,2.422178019,0,0.951345443,4.653992762,0,2.125356046,1.470787791,3.065671967,6.10374231,0.959299003,4.90449237,2.2475408,0,0,0.891683538,5.589212727,3.100241125,3.218152547,2.012487834,3.577484447,2.753385396,2.122189932,1.544195482,1.514601058,0,0,1.568251502,0,1.213629876,6.416187897,0,3.001094334,1.661810921,0,1.849309911,0.926599359,2.810317253,1.799748387,2.954417414,0,3.226138238,1.910569127,2.656347708,0,2.022283598,1.030345919,0,2.206971416,3.885925631,0,1.345815807,1.366468224,3.499649204,0.994422509,0,3.195417843,0,0,0,1.695995225,0,2.714901043,2.828421916,3.471064054,7.089713021,0,0,0,2.341447335,1.36877564,1.162522298,3.148897275,0
Zfp36,5.731703238,0,5.048741285,8.774650358,3.360994803,0,0,0,0,0,2.169180727,2.735532419,5.238678565,8.996114932,0,0,0,0,0,0,0,0,0,0,0,0,4.743369232,0,0,0,0,7.242331959,0,0,5.218208552,7.127886818,2.978263273,4.47180202,0.865083178,5.772642403,0,8.533700534,0,0,9.151898474,4.157144039,2.817178183,7.656485487,9.207481832,0,3.179251582,0.993008724,8.222893274,0,8.090227912,9.047927357,5.399308606,2.860943425,0,6.421415463,0,0,0,0,5.463207728,4.51566577,1.751321773,6.390184491,4.606404117,0,0,5.685956361,0.927671731,0,0,0,6.647619236,0,0,5.499759588,7.069185858,5.904312946,0,5.950407607,9.244569378,0,7.425800958,8.436914663,0,7.279309464,0,5.809454045,0.94463359,8.029244143,6.4091794,2.459192297,0,6.455833271,7.57547621,8.301047865,3.578739025,0,0,7.935550118,3.562267886,0,0,2.675050613,7.451547464,7.041403276,9.754492073,10.3841073,9.143279035,0.980775667,9.459515029,0,8.925224849,0,6.26895464,10.23961669,9.225180937,8.214070705,0,7.50006941,5.730009873,7.24177778,8.71895392,0,10.86195038,6.050772187,5.248867196,10.8203582,0,7.919348913,6.201567052,7.205115707,11.54952074,11.77215362,7.291568073,1.02720567,6.889088806,7.049430446,0,8.249971351,6.532845861,10.27121221,7.782895985,0,0,0,7.3111403,6.229465945,7.242321691,0,10.55359507,8.274476786,3.471064054,5.637241456,0,10.08256027,2.307457371,0,8.149958867,2.325044597,9.750138943,7.189104209
Cavin2,0,0,0,0,0.971545379,0,0,8.960619585,0,5.486557674,0,0,5.238678565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.933151611,0,0,0,0,5.069534037,4.63217619,1.455582465,3.574046761,0,0,0,1.358931475,6.48088092,7.84192051,0,0,0,0,0,6.594384253,0,1.398879424,0,9.258992628,6.445096927,0,0,0,6.896572804,0,0,0,0,4.184564372,0,0,6.849556222,0,8.029744656,6.255815675,1.9963855,7.790780673,8.02169568,7.312799952,9.061668459,0,8.035976014,0,0,4.284136707,2.623310313,5.566655663,0,5.449033082,6.893807778,0,8.727779724,3.838314379,7.827942953,7.007181307,7.15586494,0,0,0,0,0,7.003607836,0,7.069473918,4.211500444,0,0.927963779,0,0,0,0,0,1.404627691,0,6.902938668,8.958456188,9.368735603,8.074127218,0,6.556151215,4.23884191,6.802682559,6.705613727,8.359833207,3.330362221,3.697756736,0,5.191215475,7.512156014,0,0,0,0,8.446327575,4.623274777,4.069918507,6.310432521,6.572483809,5.941631901,7.150622128,5.22024214,6.290513028,0,4.552926253,3.298202489,4.376834779,0,6.494599459,0,0,0,0,6.428256578,8.73238176,5.238840769,0,5.275945007,6.463599146,0,2.484588096,0,5.626860553,0,0,7.798204517,1.633170912,0,7.154802535,0,4.338916123,7.898659949,4.46642574,0
Rhoj,0,0,0,1.023444302,0,5.865368218,0,0,0,0,0,0,0,8.331873757,0,0,0,0,0,0,4.663262414,0,0,2.678125517,0,0,0,0,0,4.688257951,0,0,0,0,0,0,0,0,0,0,0,0,0,6.232146417,0,0,0,0,0,2.217171431,0,0,0,0,0,0,0,5.237293669,0,0,0,7.084836001,0,0,1.026546701,0,5.253965319,0,0.859796436,0,0,0,0,0,8.552151732,0,0,0,0,0,0,3.052115623,0,2.213480813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.231937164,3.426447206,0,1.404627691,0,2.503272168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.821309497,0,0,0,0,0,0,0,0,0,6.195413657,0,2.19703192,5.620898454,0,5.785093377,2.385097704,0,0,0,0,0,0,3.44013667,0,3.195417843,0,0,0,0,0,0,0,0,3.318034716,0,0,0,0,0,0,0,0
Cldn12,0,0,0,0,0,7.019405343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045707797,0,0,0,0,0,6.20756166,0,0,0,0,0,5.692792533,0,0,0,0,0,0,3.512786905,0,0,0,0,4.636276941,0,0,0,0,0,0,0,0,0,0,0,4.699212756,7.082041107,0,0,0,0,0,0,0,0,0,0,0,0.877988363,0,0,0,0,0,0,1.469554148,0,0,4.229136976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.935931483,0,0,0,0,4.958610592,0,0,0,0,0,0,0,0,5.820722895,0,0,0,0,0,0,0,0,0,0,7.329802368,0,0,0,0,0,6.196356085,0,0,0,0,4.436204133,0,0,0,0,7.679115768,7.726809151,5.875193329,0,0,0,0,0,0,2.605751018,0,0,0,0,4.818935581,0,0,7.275014516,0,8.004462361,0,0,0,0,0,6.605931645,0
Mlec,0,8.35229142,0,0,0,0,0,0,8.46917139,6.306289574,0,0,0,0,0,0,7.473084302,1.017630907,0,0.949080768,0,0,0,6.906623047,0.981183635,0,0,0,0,0,0,0,0,6.936239702,2.307043623,0,0,8.98772718,0,0,0,0,0,0,0,0,6.181997965,0,0,0,0,1.986017448,0,0,0,6.664493016,6.29800852,0,8.593303439,0,7.22306381,8.341410844,5.984100996,0,3.254076052,4.309040236,7.569086774,0,4.775815696,0,0.918370046,8.166460347,0.927671731,0,0,1.38969383,0,0,0,7.530988441,0,0,7.334198318,0,0.83667562,1.520896089,0,0,0,0.963561301,0,0,0,2.230298456,5.560429702,0,6.853520345,0,6.25442456,7.31480723,3.212675956,5.941493068,0.959299003,0,0,0,0,0,5.168717587,6.511845248,0,1.006243917,4.51412603,0,7.210133483,0,0.955606872,6.412485601,0,0,7.484147,0,0,6.672755109,1.000364778,0,0,8.202026695,0,6.665237252,0,7.809705705,0,0,0,0,0,4.574121381,0,0,4.752454266,0,0,0,0,6.305713022,7.564900498,0,0,0,5.272463862,2.376092039,0,0,0,8.825777331,3.471064054,7.35768871,0,1.02229859,6.910856357,7.936526777,0,0,0.910235444,1.401580725
Gpr183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.005471331,0,0,5.262178451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154520118,0,0,0,0,0,0,0,0,5.516410343,0,0,0,0,0,4.864406714,0,0.891282041,4.304531302,8.405042191,0,0,0,0,0,7.317204942,0,0,0.862797219,0,0,0,0,4.250712092,0,0,0,0,4.530514608,0,0,0,0,4.668958221,0,0,0,7.051349679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.440946957,0,0,1.799748387,3.728059702,0,9.0339269,6.186168184,0,0,8.019663434,0,0,5.308455772,6.678215863,7.569021768,0.849115235,0,5.983421146,0,0,0,6.591461426,0,0,0,0,0,2.828421916,0,2.804064635,7.727962109,0,0,4.948140269,6.904643791,0,0,0
Tacstd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840810761,0,0,7.555432728,0,0,0,0,0,0,0,0,0,0,3.502643546,0,0,0,0,0,6.732473541,0,0,0,0,0,0,0,0.981876052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.550120563,4.692571374,0,6.629997435,0,0,0,0,0,0,1.568251502,6.378547531,0,1.213945057,0,0,0,4.538139331,0,0,0,5.202496408,5.769008875,0,0,0,0,1.195823963,0,0,0,1.50649236,6.845709748,2.973442644,0,0,6.003398253,0,0,6.494758267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.509543722,0
Cpne8,7.28403117,6.060350451,2.336776101,5.070343983,1.539862994,0,4.620149597,8.51826448,0,0.953373575,3.888215782,1.948832616,0,7.150349252,0,0,5.069309326,0,3.39440925,0.949080768,2.703115442,0,0,0,1.555139267,0,0.976407532,0,1.744988809,0,1.699937603,4.337224172,4.307002623,1.420102914,8.08516213,6.764917327,3.456448523,4.743957818,0.865083178,8.091344776,7.53711283,4.006996206,3.992037209,6.988654686,3.011543599,2.77142936,4.860037027,7.354019791,4.128084595,0,0,3.435245778,4.204053805,0,7.145605734,4.720920113,5.820255776,4.37243944,5.295184136,7.779414278,1.279810039,4.629099761,1.258515789,4.447679496,1.026546701,6.734490951,5.817765001,4.497252945,2.725490218,8.356402969,3.050759259,2.340872213,6.979395742,3.749924684,5.458922635,5.157896634,0,4.903603659,11.52241159,3.971442747,7.410114938,4.266674541,0,5.90067273,2.779376248,0,0,2.981024008,6.466533962,0,6.789895504,0,0,8.593461965,0,0,4.93287264,3.195073397,0,3.53308746,0,7.418414523,2.693092778,0,1.1237704,7.802129315,3.840106438,2.070425058,1.539333754,4.154546107,2.948837654,7.234717228,1.581656348,0,2.897239987,3.982328698,7.014011104,3.026027414,0,3.136503005,2.507330799,5.770673531,5.413504969,4.634165034,8.231820382,5.14480587,8.2361933,2.390198386,4.004695801,7.809131439,7.163000317,3.548511614,3.825433761,2.363103546,3.17338663,2.656347708,3.790672279,5.997379836,5.151729597,5.429195127,5.391588403,5.397146599,3.872305034,3.317400327,3.726130685,4.4159123,3.786119435,6.454758121,6.093003718,4.203385384,4.559882211,7.715025831,9.648470419,5.239585942,8.47154802,4.165942871,6.082268094,5.851115302,2.89274377,6.777181928,5.719021883,5.471880537,4.338916123,0,6.736542779,7.459111837
Jun,7.200078083,0,0,9.474420835,0,0,0,0,0,0.953373575,0,6.325767527,8.303736914,8.112057792,0,8.152210837,0,0,0,0,1.657407645,0,1.474010321,0,0,0,0,0,7.046976413,0,7.244895237,0,8.949297598,0,8.039999925,0,0,5.307154042,0,5.173934441,6.521628793,7.535304133,0,0,5.157010548,0,6.181997965,5.67420206,0,0,0,0,7.882634039,0,0,8.831073268,0.977504851,5.63309327,6.487718345,0,0,3.395220546,1.258515789,4.962348005,0,6.972495214,6.480660648,0,1.362745109,0,0,0,5.864673978,0,0,7.316271855,0,7.58138821,20.23685982,0,8.074950296,5.650254529,0,8.650598809,8.789125938,0,5.018318488,7.273785677,8.356000712,4.817806506,4.271941928,8.815057373,4.805788288,6.588858483,4.286189859,6.400576469,0,1.803858672,0.915341027,7.152150104,6.411329207,0,7.400268035,6.502119044,8.498224193,7.668468831,1.110039701,4.140850115,7.812807805,5.306980178,8.213891137,7.875416808,8.466118958,6.663797753,5.235190163,0,7.479103521,1.749436178,4.851389828,7.876075922,8.001020417,9.032978595,1.924057393,0,6.572252147,7.216354568,6.531811746,0,9.443028932,1.001055204,6.96026558,9.975391527,7.010141462,6.5230506,3.17338663,7.590845813,7.962048845,7.04761705,7.269381468,4.10882268,7.755883069,7.52166229,7.135937591,6.703610042,7.25377112,8.115056773,5.873944967,8.003922477,7.389872817,6.343050483,4.785986262,3.069981423,5.443859198,0,8.711567195,5.51949008,8.447089539,5.637241456,0,8.973815876,0.993767798,1.008406479,3.842639031,0,8.64164373,9.522922315
Jam2,0,0,0,0,0,7.235460733,4.620149597,0,0,6.00985799,0,0,0,0,0,0,1.579306903,2.035261814,0,0,0,0,0,0,0,0,0,0,1.382870913,0,0,0,0,0,0,1.127486221,0,0,0,5.554581909,1.918062401,7.587486029,7.933141795,0,9.007319019,0,7.700859221,2.720092012,0,3.927151038,0,0,7.815017146,0,0,0,0,0.953647808,0,7.240677833,0,0,0,6.174306193,6.29199526,0,4.066443228,0,0,0,7.512183491,1.170436106,0,0,0,7.280748196,0,0,4.157848474,0,0,0,6.166658548,4.92622702,0,0,0,0,0,0,0.944375687,0,0,0,7.370356628,6.113597693,0,0,0,0,0,0,1.520452947,0,0,0,0,0,0,0,0,0,0,2.942327001,0,0,0,0,0,0,0,6.225051114,0,0,0,0,0,6.2824903,0,7.094941558,0,5.769008875,5.347726905,1.017733302,0,5.739795134,0,0,2.663405564,0,8.082808581,0,3.667681753,4.76753567,0,8.486603335,4.29782258,0,7.286953546,0,4.639646262,0,0,5.72794228,0,8.107229293,4.379995176,0,7.800101254,0,0,3.19657291,0,0,0,0
Aldh1a1,6.422371592,0,4.63681232,4.629613707,6.906254088,7.122552717,3.796182139,0,0,0,6.755716728,0,0,8.145499898,0,8.212252467,0,0,7.725493682,9.248634382,5.363731244,0,2.336251085,6.057543662,0,0,0,0,0.872494404,0,0,0,0,8.471833075,1.455582465,0,0,0,7.416917957,6.461566288,1.309281277,0,0,3.921098191,1.072733474,0,1.089833289,7.216483534,0,0,9.059778105,9.322383066,6.537124625,8.007809238,0,4.05227662,7.047275636,0,5.625101225,0,4.056901839,4.845064312,1.258515789,6.174306193,0,4.078052541,7.005287092,2.802173695,0,0,0.918370046,1.170436106,2.153987055,7.053197673,9.109684213,9.058139503,2.329188217,5.60633162,2.623310313,0,5.512949135,7.275680122,5.882383789,4.04422307,8.218971874,7.362295127,0,4.658967684,6.291533643,9.016574985,6.826720613,3.005603328,7.375089709,4.918323534,0,6.451415664,7.90075323,5.285210379,3.281463256,0,0,0,0,0,5.939578565,7.886576926,0,0,5.270050547,5.800363033,0,6.564294537,8.132747151,6.750328827,6.428390059,5.411718577,0,0,8.147804693,3.865698427,0,7.819348718,2.427890113,2.957700968,6.445293739,0,2.06639862,7.463317671,0,7.644682815,0,9.339702871,1.151570308,5.042050569,3.17338663,1.499707598,0,1.275918892,9.483892318,5.181630241,4.9881071,0,0,8.643915902,8.568095835,6.457296008,0,0,6.937993927,9.183173372,8.342035403,0,6.346208319,8.634116631,1.664633953,4.87943408,3.074050254,0,5.815520404,4.558870658,5.358711413,7.125490122,9.868124147,6.308153774,3.465589398,2.221452891
Mmrn1,4.01369241,0,4.298363119,6.926859679,8.210735104,0,0.971663282,7.220274847,7.521517311,0,8.8225204,8.206597256,4.22537981,0,0,3.977095717,6.997310006,4.070523628,0,0,0,0,6.758282049,0,0,0,4.288691813,0,4.734385635,5.084802935,5.628618542,7.568481072,7.546451078,7.320131735,6.841877629,4.701532983,6.502566131,4.863439504,6.122034128,3.512786905,7.92707182,8.425404999,2.593070746,7.978995021,0,0,7.66525852,6.847991106,5.541634389,8.087425149,7.333588494,7.590415882,0,6.467921713,5.917789113,7.909905726,4.421803755,5.237293669,8.479188176,0,4.872691051,4.910828767,9.387812468,8.751840079,6.728591562,6.149107777,9.44368291,4.766740548,0,5.417122354,0.918370046,8.505309344,5.23564584,5.992677223,6.912530743,7.40276598,1.469554148,8.358520772,2.623310313,8.111265204,0,7.445125425,0,2.727615754,7.96155406,0,0,0.940408371,4.041253406,0,5.935781035,0,2.441842407,5.707153256,0,0,4.079472052,9.228377424,7.629724765,2.39875157,7.132487875,0,0.959299003,5.332588355,4.593369752,5.487726718,3.840106438,7.739349519,3.593909483,4.295761919,4.809347068,0,4.51412603,0,8.624941605,0,7.939505875,7.824741536,0,0,8.33021721,1.923557844,8.679400173,2.548515363,6.461787877,7.648307399,9.083023431,0,0,8.652977219,6.078548942,8.089404999,4.261316508,7.112617141,7.439663097,6.032126986,6.749058478,2.551837784,8.55576661,4.938142234,5.659409131,8.31270412,7.866379233,6.209480331,8.031013903,9.347664948,8.767806978,0,2.016084192,0,0.911976442,5.552843998,5.876578547,0,9.260187731,1.094182958,8.221026077,7.854969132,6.182496727,3.994008749,5.845981232,6.877512655,7.913384344,9.293614131,8.040009563,0
Phactr1,0,0,0,1.62212084,9.353586058,0,0,0,6.928489765,0,0,0,0,0,0,0,0,0,0,4.351499731,5.487798719,0,0,0,0,0,7.192532491,7.901104122,0,0,0,0,0,0,0,0,0,8.629055661,0,6.230649855,0,0,0,0,0,0,0,0,0,0,0,0,4.533918516,0,0,0,0,0,3.814401355,0,0,6.135019979,0,0,0,0,1.751321773,0,0,6.570703166,3.292322178,0,0,0,6.623454236,0,3.412199063,0,0,0,0,6.693669851,0.891282041,0,3.488874585,0,8.680775276,0,10.09331875,0,0,0,0,0,0,9.559582201,7.292339455,6.549684124,3.576137249,3.53308746,0,0,7.748081151,5.451698877,0,3.63090991,0,0,7.291656238,4.07825831,0,7.099335035,7.260946771,0,5.58305364,2.735146595,0,0,0,0,0,4.741519151,5.156750606,0,0,0,1.03319931,0.924654955,0,0,0,0,0,4.538512065,5.049063152,0,0,0,7.040240344,5.67383416,0,0,0,0,0,0,0,0,0,5.580842227,0,0,0,0,5.896944968,4.376731833,0,0,0,0,5.94002831,0,0,0,0,0
Maf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.282962802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877988363,0.918370046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963561301,0,0,0,0,0,0,0,0,0,0,0,0,0,5.290667636,4.390448007,0,0,0,0,0,0,0,0,0,2.362597449,0,0,0,0,1.568251502,1.079848598,0,0,0,0,0,7.478714782,0,0,0,0,0,0,0,0,0,0,0,0,0,4.617466501,0,0,0,0,0,4.224234737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghr,0,0,0,0,0,0,0,0,3.08943446,0,0,0,6.923758941,0,0,0,0,6.41492212,0,0,0,0,0,0,2.536322902,0,0,0,0,0,5.707987215,0,0,0,0,0,0,0,0,0,0,0,3.417986769,0,0,0,0,1.667816781,0,0,0,0,0,0,0,0,0,0,0,5.02087719,0,0,0,0,3.798674185,0,0,0,0,1.391578632,0,0,0,0,0,7.176492033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19625471,0,0,0,0,0,0,0,0,0,0,0,0,6.361741415,0,0,0,5.524707073,0,0,0,0,0,8.029894317,0,7.142155703,0,0,0,0,0,0,0,0,5.684002326,0,0,6.133719547,0,0,0,0,0,0,0,0.86214546,0,0,7.023071363,7.927430686,0,0,0,5.976210624,0,0,0,0,0,0,7.319526375,0,0,0,0,0,0
Clca3a1,0,0,0,0,0,0,4.512264547,0,0,3.022122732,0,0,0,0,0,0,0,1.612906827,4.535676679,0,9.604695762,0,0,0,3.735714341,0,0,0,0,0,0,0,0,5.334871661,0,0,0,1.034677561,0,0,6.636125661,0,0.923670436,0.980274548,0,0,3.454689789,6.083581626,0,0,0,0,7.015973793,0,0,0,5.726204839,0,1.001850742,1.400538273,2.559620078,0,0,0,1.026546701,0,3.502643546,7.380170323,0,0,0,0,0,0,0,0,0,0,7.869930939,0,0,7.440296579,0,0.788457774,0,5.735669869,2.351980817,7.075220646,0,0,0,0,0,6.54428455,0,0,6.860832121,0,0.915341027,0,0,0,7.332743623,3.26966158,0,0,0,0,0,6.317435125,2.15998454,6.579988777,8.065290079,3.629301233,6.897691396,0,6.979543077,3.026027414,8.084067057,4.475867934,7.044459235,6.068149382,0,3.851804698,0,0,8.317097967,0,6.707101189,9.626696262,7.042909006,7.341031355,8.245095244,7.945805103,8.559351535,4.853379628,2.391647927,4.413954157,2.892546688,1.628082467,5.519837735,8.707907455,5.649976849,6.193973613,7.439760631,6.989483997,6.135512301,7.354401655,1.008042096,1.833552786,4.181377789,1.023327141,5.144128641,0,8.151701825,0,0,7.220346343,8.360530731,8.614158581,7.638596706,2.341447335,5.594819568,0,7.106531174,0
