Genes,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,
Anxa6,0,0,0,0,6.038540102,6.240923235,5.371924318,0,0,6.263610297,0,6.087951005,0,0,6.144427275,6.071770543,0,6.156688504,0,6.054382661,0,0,6.041626837,0,6.395914705,0,0,0,0,0,4.183303658,0,0,0,6.56250066,6.514343908,0,0,0,0,0,0,6.894270576,0,5.282636295,0,0,0,6.227179771,0,6.84168195,0,0,0,0,0,0,4.185763766,0,0,0,0,0,0,0,0,4.269377162,0,0,6.796145245,0,5.161122743,0,4.52933166,0,7.3750509,0,0,0,0,0,5.377238644,7.659075568,0,0,7.212258284,0,0,2.276660562,7.169226611,3.498952217,0,0,5.433858362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51757183,6.755925948,0,0,0,0,0,0,0,0,0,4.266184332,0,5.862695961,5.885727211,0,5.588817101,5.607075056,5.581191731,0,7.180343951,6.354066379,0,5.807933549,6.449367205,0,6.175485259,5.709211074,0,0,0,2.587437686,0,0,4.480166926,0,0,0,0,7.947316327,0,0,0,0,0,7.432272827,0,5.471472736,0,0,0,0,0,0,0,0,0,0,3.033254462,2.277215879,5.211748303,0,0,0,0,0,5.832173382,0,0,8.038965575,7.648697779,0,0,3.918030003,0,0,0,6.16366673,0,0,3.375362293,0,0,0,7.356735103,0,5.871805841,0,7.127943011,0,0,0,0,0,0,0,0,4.309233355,5.876643008,0,1.897372198,0,4.00914867,0,0,6.856368193
Arhgap29,0,6.461490276,0,0,0,0,0,0,4.57243151,0,0,0,0,5.477768926,0,5.049118577,1.006473116,6.377966068,0,0,0,0,0,0,0,0,0,0,4.96318202,6.096678593,2.85554899,0,0,0.937887717,4.595941106,0,0,4.471953308,0,7.007659195,0,0,0,2.385632542,0,5.881779529,0,0,0,5.622921217,0,1.910182657,0,0,5.604685937,6.376038683,0,0,0,1.004902202,0,0,6.436144335,0,0,5.887870375,3.3119957,5.874476153,0,0,0,4.018155302,0,0,0,0,3.41947065,0,0,0,0,0,0,0,0,0,0,0.911603119,3.608421618,0,0,0,0,0,0,0,0,0,0,0,2.766185201,0,2.591024727,0,1.037715149,0,0,0,7.858185058,0,0,0,0,0,0,0.969166638,0,4.099413015,5.548869452,2.443325068,0,0,0,0,6.655345101,0,0,0,0,0,0,0,0,0,0,4.39964335,0,0,0,0,0,0,0,5.80922273,0,1.56975778,0,0,0,0,0,0,7.775009282,0,6.981183559,0,5.617152475,0,0,0,0,5.700273508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073701937,0,0,0,0,0,1.59229353,0,0,0,0,0,0,0,0,5.485053335,0,0,0,0,0,0,0,5.265161839,0,0.948686099,2.394465361,0,0,0.982543461,0.903049982
Arhgap30,0,0,6.022812848,0,0,0,0,0,0,0,0,0,4.723023269,0,0,0,0,7.381684843,0,0,4.950439572,0,0,0,0,0,0,0,0,0,0,4.351345363,0,0,7.384983259,0,6.962480738,0,0,4.96778026,0,0,0,5.038447454,0,6.837838637,0,0,0,0,0,0,0,0,0,0,5.061887241,0,0,0,0,0,4.518494297,0,0,0,0,1.002815844,0,0,5.963720772,0,0,5.098063287,0.881380681,0,5.844795987,2.516338079,0.890442927,0,0,0.914085488,0.884602505,0,5.830967993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.924902531,0,5.001463304,0,0,0,2.025118174,0,0,0,0,0,0,0,0,0,0,5.745346414,5.513289413,0.944174327,0,0,6.229684362,0,4.407663574,0,0,3.845316658,0,5.837302584,6.329091521,3.539998908,0,0,0,0,0,0,5.388651504,6.45935151,6.960765955,0,4.865861716,0,6.460980705,0,6.162610623,0,4.210188056,0,0,0,5.109456674,5.578516479,0,0,0,0,0,0,0,0,0.996582698,5.234626195,6.972609034,6.061604702,0,7.274868567,6.371144326,0,4.49550722,0,0,0,0,0,7.500329869,0,0,0,0,0,5.835150214,0,0,1.042696702,0,0,0,0,5.211789054,0,5.784780884,0,0,0,0,0,1.480796212,0,0.96696792,2.464648213,0.994185043,0,3.139184798,0,0,0.966318967,0,0,0,0,8.402787825,0,6.45516867,0
Arhgef28,0,0,0,0,0,0,0,0,5.176994744,0,7.0126219,0,0,0,3.469757628,0,3.60816838,0,0,0,0,5.46790139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.122929204,0,0,0,6.260715199,0,6.235652727,0,0,5.398392735,0,0,5.033239095,0,0,4.686528659,0,4.312800654,5.023588783,5.343908409,0,3.408806641,0,0,0,3.64372695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93636165,0,0,0,0,0,0,0,0,4.818885777,0,0,0,0,0,0,0,0,0,3.007035567,0,0,0,0,0,0,3.275010036,0,0,5.844885775,0,0,0,5.517167829,0,0,6.089916333,3.859277475,0,3.689643242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.216433601,0,0,0,0,0,0,0,0,0,2.02468936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.006298122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.669680891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art4,0,3.376547711,0,4.402071731,0,0,0,0,0,5.583279714,7.636564164,5.772648428,4.825425895,6.39645211,0,5.959772867,6.75770761,0,0,0,5.411845982,6.665411305,6.011935722,8.388991945,5.815917865,6.488926306,7.00619902,4.224706178,0,0,5.711097981,0,5.286703882,4.556240703,0,5.904550213,5.931748437,0,0,0,6.917843898,7.902508747,0,6.765619951,4.881039149,6.946716498,0,7.75222801,0,6.287766923,4.658391416,5.892841868,6.798592304,0.940640333,0,5.915634062,1.590458888,6.694987062,0,4.54573737,5.547387108,7.049741179,0,2.474335717,7.505593958,6.330139187,0,5.224122372,7.111901382,6.764439561,8.362082961,0,0,0,6.237368548,6.684419824,6.964837991,0,0,5.885759721,2.752992082,0,4.966786394,0,7.301187901,7.177619475,6.530432576,0,6.016533394,7.148706754,5.268966239,4.226410345,0,7.836819032,2.074340489,4.325160529,0,6.669849817,0,7.424202884,0,6.15085727,0,7.333335824,0,4.994824614,3.002084928,0,8.790350898,8.269547084,0,6.261121762,5.584387401,2.702515274,5.580233616,7.096168433,6.93926131,0,3.688339527,0,5.554240539,5.325894704,0,5.41878092,3.684762979,4.484446821,0,4.11265043,3.984849982,1.592553444,6.758371318,0,5.205945626,3.912708921,0,0,0,5.627061681,4.403780017,6.183538976,0,5.183516421,0,0,4.641974509,0,5.608309261,0,7.61080611,0,6.836575568,5.072628755,0,0,0,0,5.223097122,0,0,0,6.476857948,0,6.329710681,6.168672061,3.797704858,0,0,0,0,0,0,3.730375279,0,0,7.405332693,0,5.089151819,0,0,0,0,0,5.071131551,0,0,0,1.042696702,7.848161843,0,0,0,0,7.749926714,0,0,3.587604494,0,0,0,7.783395598,7.665557592,0,0,0,8.000932931,0,5.16237182,0,0,0,6.894623547,0,0,0,0,0,0
Aspa,0,2.473276494,0,0,0,0,0,3.622401377,0,0,0,0,0,5.800778323,0,2.809984223,0,0,0,3.369443497,4.177834996,0,0,0,5.033528515,0,0,2.883810607,1.767921106,0,0,0,0,0,0,0,0,0,3.935899262,0,0,0,0,0,0,0,0,0,0,4.147940971,0,4.320414799,0,0,0,0,6.514365766,0,0,0,0,0,4.774428033,0,0,6.613812266,2.222970914,0,0,0,4.328841545,0,2.614784625,0,0,0,6.170428288,0,0,2.888399165,0,4.485317486,5.87717183,2.151625393,0,0,0,0,4.44733187,0,4.962946987,4.421750447,0,0,0,0,0,0,0,6.42694943,0,0,5.944646038,0,0,0,0,0,1.053456277,6.685581531,0,5.06067337,0,0,3.251878055,0,4.020546061,0,0,0,0,0,0,0,0,0,0,0,4.54340212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651047248,0,0,0,0,3.861194935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.004887378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.856218263,0,0,5.549110443,0,0,2.187912564,0,0,0,0,6.532495327,0,0,0,5.047660081,0,7.267240484,0,0,0,2.713688011,0,0,0,0,0,0
B3galt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595222147,0,5.678004509,5.429269487,0,0,6.539212116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922888646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9853661,0,0,4.637835247,6.438775891,0,0,0,6.077633823,0,0,0,0,0,0,6.844642707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.023647671,0,0,0,0,0,0,0,0,0,6.517306717,3.593369916,6.104487465,0,0,0,0,0,0,0,0,0,0,6.713365631,0,6.308473553,0,0,0,0,0,0,0,0,0,0,0,0,0,4.695043677,0,0,0,0,0,5.339307607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892392058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.802835166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.601660048,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93228537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.045381966,0,0,0,0,0,0,0,0,0,0,5.58635207,0,0,0,0,0,0,0,0,0,0,0,6.745313832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.528325699,0,0,0,0,0,0,0,0,0,0,7.291814269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.053456277,0.985876257,0,0,0,0,0,0,6.876827204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.238702873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.794054869,0,0,0,0,6.959498898,0,0,0,0.944157314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casp12,0,6.31731589,0,4.843059717,5.860239668,5.074080304,0,5.841736248,6.077776198,5.865388233,7.062001332,2.917564812,5.174542921,5.573245776,0,2.587383514,0,0,0,0,3.871300591,4.394603815,0,0,0,1.975363446,2.335399673,0,0,5.459734509,3.603301642,0,0,0,0,4.788375366,0,6.34032363,0,5.536337866,5.787712706,5.765540545,5.011830816,0,5.848655682,0,0,6.116243983,2.856871939,0,0,0,0,6.870230756,6.02568328,0,0,6.54663066,0,5.700232717,7.784310099,0,6.316604131,5.287174043,6.316306262,0,0,3.469172837,3.247266388,0,0,0,0,5.290003635,7.060940931,0,6.825651781,0,0,0,5.733498324,0,0,4.070161226,1.800867208,0,7.761312682,6.441468946,4.835544521,0,4.575239195,6.490701864,0,0,4.324922134,0,0,0,4.849448842,6.040361359,0,0.987483755,5.685728252,0,0,4.994824614,0,5.560825758,6.541387622,4.973148392,7.186121572,6.542363873,5.903484763,4.577317958,1.551540138,3.072185555,6.391271952,5.94218551,5.320181403,0,0,0,5.127265561,5.179937785,4.872064707,0,4.212150701,0,6.2410071,0,4.497773349,0,4.422582212,0,0,0,1.540937492,0,5.734881874,4.511191542,6.26146779,5.506290845,5.733405125,5.576744447,4.780678914,4.906670157,0,0,0,5.55305935,0,0,0,6.351102063,0,4.543501559,0,0,0,0,6.565066664,0,5.865515129,5.407721571,0,2.791891858,0,0,0,0,0,0,0,0,0,0,0,2.046218773,0,7.436374956,0,2.048500748,2.13301852,0,0,0,5.01261312,0,0,0,7.688443694,0,0,0,0,1.493482669,5.734288585,5.202245564,0,6.034907365,0,0,5.487032479,0,4.040417006,6.040668282,0.970019085,6.775541066,0,0,0,6.302934012,0,0,0,0,0
Cd34,0,6.101278955,0,0,0,0,0,7.352111231,0,0,0,0,0,0,0,0,0,0,0,0,8.035066179,0,0,0,5.572311022,6.244052833,3.701520906,0,7.372098422,6.330214254,0,0,0,0,1.102163973,0,6.317649988,0,0,0,0,6.511099455,0,0,6.561755775,0,5.522463712,0,0,0,0,0,0,4.900221949,0,3.896941269,0,0,0,0,0,0,0.973004786,0,0,6.296699647,0,0,0,7.967656098,5.178194926,0,0,5.589014783,0,0,0,6.343216678,0,0,0,5.260459152,0,0,0,0,8.194656379,0,0,0,0,0,0,0,5.519745464,7.082108453,0,0,0,0,0,2.77221738,6.184394643,0,0,0,0,6.956650229,7.477466449,6.121752641,0,7.078005112,6.326105149,0,7.847756544,0.969166638,0,0,7.226254723,2.835621484,0,0,7.998931254,0,0,7.166612423,7.661421208,4.551436856,7.352552891,6.570477143,6.99694208,5.297584761,6.139735018,5.45711276,7.592403653,0,0.972223312,0,4.117886306,6.014474418,5.554256018,5.922419453,7.072855201,7.02755552,7.433199184,5.560847312,0,6.86507343,5.877650586,1.543984547,0,0,0,0,0,9.031295243,0,5.32397742,0,0,7.53888004,7.564816079,6.156235676,5.837962506,4.512096604,7.616029637,6.131638251,8.47074397,7.852350508,0,2.277215879,6.511686681,6.299077145,5.933849089,2.229227268,0,0,6.161541038,0,0,7.070282237,0,7.837486626,0,6.680416449,0,0,8.501430542,7.779928,8.531320864,0,0,0,7.330544513,0,7.398566912,6.280458806,0,8.355688422,5.518680229,0,7.685816131,0,0,7.282279999,0,0,7.712890005,0,7.507228342,0,3.611984689,0,2.529491182,0,5.156316864,6.438098902
Cd37,0,0,0,0,6.95611092,0,0,0,0,0,0,0,5.389901378,0,0,0,5.392232062,4.070246166,0,0,3.271628542,0,4.140728828,0,0,2.553120216,0,0,0,0,0,0,0,5.895001536,5.825379907,0,1.030732301,0,0,0,3.964595521,0,0,1.845777292,0,0,0,0,4.476184777,0,0,0,0,0,4.299158677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.842960937,0,0,0,3.89817027,5.621394599,0,0,7.736937059,4.007476144,0,0,0,5.184010466,0,0,0,0,0,0,0,0,0,0,0,0,0,5.196056673,2.075430299,0,0,0,0,0,0,0,0,6.949571298,0,0.969166638,0,0,0,0,0,0,0,0,5.017644317,5.794975479,5.152524762,4.984724847,4.342687801,5.068553497,0,0,0,0,5.51171601,0,4.904277558,0,0,2.694325752,5.84613429,4.098208533,2.001915065,4.097583846,0,4.952034447,2.937353603,4.446539177,6.357194099,0,0,4.985420939,0.986345472,3.543032166,4.115743482,0,0,5.072457086,0,0,0,5.016108856,5.093222743,4.738638617,5.196249564,6.322534262,3.865395799,0,4.542678885,4.202943733,0,6.219838033,5.767930966,0,0,0,3.473886556,5.205030986,0,0,0,3.246796869,0,0,1.959015001,6.597927793,1.652635172,7.123509463,0,6.985326278,0,3.515077601,0,0,3.45081371,5.957043173,3.494553277,0,5.35051901,0,0,3.867871681,0,1.988370087,0,5.360378339,4.260631726,0,0,0,0,4.826405278,3.795137807,0,0,6.330472004,0
Cd38,6.072204982,3.376547711,0,4.948064923,1.663083704,5.665088211,0,0,4.989596016,4.588470194,0,6.235545329,6.224790521,0,7.188928398,0,0,0,0,5.641561713,0,7.182231956,6.828571524,1.902537923,1.047047409,0,0,4.224706178,0,0,7.206603283,0,0,0,7.1011802,5.425651606,0,0,0,6.104008332,0,0,0.912593751,0,0,0,0,0,0,0,7.548576205,0,0,0,6.333821315,0.99745339,4.336915825,7.473964915,2.731260563,6.571215088,0.998703461,4.550537602,0,0.957203718,1.901397647,1.561254262,2.222970914,0,1.024398491,6.268766417,7.342643572,1.428124932,0,0.863070545,0.881380681,5.82740918,5.23864904,0,0.890442927,7.066164207,1.454463071,1.828170977,0,0,6.32317596,4.682665798,1.503854068,4.382399742,0,6.082616255,2.614493151,0,2.473516751,0,0,4.647329399,6.669981361,0,0,1.127448012,0,1.565124722,8.122291551,2.282677736,0,0,0,0,0,7.097986022,1.548032988,0,2.90735063,5.347154751,2.936738511,1.536092778,1.474437936,4.018345261,0,0.945207161,0,0,0,0,0,0,0,0,0,0,6.597633266,0,0,0,0,0,0,0,5.629300922,4.882632416,0,0,0,0,5.235790306,0,0,0,0,0,0,0,0,0,6.087361518,0,0,0,0.996288983,3.246943223,4.340228907,0,0,0.996582698,0,0,0,0,5.71051645,0,0.980743497,0,0,0,0,0,0,0,0,3.824712075,0,0,0,1.023631597,0,0,1.042696702,0,0,0,2.453505799,0,0,1.817594058,0,1.884565304,0,0,4.402493612,0,0,0.96696792,0,0,0,0,0,0,0,7.017905169,0.90456267,0,0,0,1.478544053,0,0
Cd63,6.815763786,6.26608671,5.664239875,6.363785903,6.98638801,6.972895456,7.567308049,6.254466818,6.621968585,6.865499334,6.55380062,6.827772075,7.503962799,6.17040308,6.380360659,7.592066393,6.517651607,5.175439299,7.236591706,8.008378279,6.610517433,6.748813432,6.517826532,7.522448667,6.328767201,5.145281875,6.03692058,4.703292523,7.883923281,6.128144416,7.653282091,4.351345363,0,3.362292294,5.943217993,7.266478968,5.199419958,5.783813384,6.551512415,2.671224799,5.221431124,6.412582643,5.61222079,6.531112764,7.110750859,5.881779529,6.207721457,7.064755614,7.20870269,7.478279484,7.260088202,0.955091329,7.64594567,7.106150974,6.321237368,6.506948988,8.115508821,7.488696475,7.895199892,6.334683155,7.612169529,7.656185514,7.328070205,7.067709204,6.186952707,7.139511322,6.504847795,7.86127776,7.170789436,7.153501559,7.760587027,6.653060993,6.444264341,5.78295216,0,6.736938435,7.977700483,7.375800491,7.398101726,6.612848246,5.784752828,7.539310848,7.168188696,7.556699865,0,7.864822427,2.663692117,8.395366414,7.875951535,6.602903236,7.870254083,7.655583364,5.981269997,7.713863687,8.104221349,5.676667833,7.99793538,7.282618103,6.669204289,7.990745894,8.302694,7.333315806,8.706872014,8.176813329,7.332587799,6.302766926,6.970625338,5.743665826,8.029498329,7.262282171,6.825848836,7.822549765,7.65562578,6.727694799,7.277853009,6.773200039,7.214114099,5.876206192,7.855057349,5.43956088,7.590140923,5.43714786,6.835910797,5.853742431,4.946509396,5.445266867,7.409149815,7.385079312,5.833311743,5.34741668,7.679911014,5.961982915,7.274076089,5.302110015,7.800461944,7.171769221,4.986808523,7.799821794,7.239430497,6.334188454,7.454845941,4.403864559,3.703983009,0,7.917686212,6.460980705,4.939056414,7.421414702,4.79472931,6.067777501,0,3.988336751,5.478743565,4.039655176,5.530305605,0,6.749273939,5.399050375,3.985155932,6.074833756,3.656556184,6.699121087,5.615458234,6.066660144,6.341438249,4.618277577,4.899409827,5.542773131,4.592804707,4.69533121,0,4.560156354,5.669118909,4.050482145,0,4.211953405,7.58230746,5.2478176,0,8.235155369,5.948873812,7.76890068,6.299753518,3.999216661,6.983186189,6.048687152,5.213483508,5.642753262,6.16366673,3.50256442,6.136442815,6.942799075,1.004625364,0,4.562732469,6.981740543,4.469334262,6.591867455,0,0,7.027309536,5.906747189,6.204896367,0,4.383070834,0,6.004247954,7.687201666,4.741621451,6.334356875,6.411054314,6.395536018,5.559776395,0,5.618010592,6.246571152,5.676032363
Cd9,4.941778915,0,6.130172019,5.593691226,6.595203354,5.244144625,4.857751346,6.151036105,5.342292137,1.63082514,6.647857166,5.196287774,6.613592382,0,5.174663613,5.092227636,5.243174763,6.36658806,4.167380644,5.271747175,6.202055792,6.613037169,0,5.272396328,5.235237045,6.458607641,0,5.107931512,5.604177316,6.597533933,0,4.351345363,0,5.422266261,5.510819864,0,6.516215492,7.242233776,6.523119957,4.133483249,0,5.161962796,0,0,4.651676103,5.17926245,1.448101782,5.576765728,5.260036385,6.808339225,6.76053489,5.664395804,5.883934111,0,6.509752582,7.037315382,0,6.952036135,0,5.02451101,2.996110382,6.316269637,6.648434684,7.460843849,7.314188998,5.471502015,7.035536103,5.184482702,6.051009812,6.480807115,6.856440245,5.805391759,7.099217756,5.991879779,6.256068348,6.26322487,3.106992946,5.698513597,0,7.329959304,0,4.929039104,6.055537648,6.698618227,8.279268054,6.492555717,6.663007103,4.976834892,4.835544521,7.65743061,6.06854409,0,4.261142722,0,6.814058748,7.165226311,5.862833349,5.390276811,6.620957797,6.155225328,0,6.457313098,4.332063834,3.116339925,6.360449841,0,0,1.604868183,6.952719608,4.634051915,3.096065977,6.428763996,7.716617215,6.450214234,5.344307694,1.536092778,6.64168733,5.231936136,6.984090625,6.767561662,6.365120052,6.588300989,4.824587285,6.229684362,0,0,6.251134953,5.354722652,7.105353531,5.34741668,6.255185101,6.838486431,5.116445848,5.302110015,0,0,0,5.208895649,6.346068005,5.301173395,4.579900303,6.492757742,7.607190006,0,6.341036945,0,7.010357956,4.641562396,0,5.184333846,4.643111496,0,6.045590552,5.45895743,5.817107357,5.807905347,0,5.32397742,0,0,0,5.564698534,0,0,5.196249564,5.256289936,0.926970101,6.54729062,4.939193437,3.82754098,6.01125446,0,6.899035172,4.050482145,6.687681805,4.211953405,0,6.067793039,9.439945914,1.274904025,2.910790406,0,6.60150521,7.725239631,7.032774808,5.614168265,6.494768703,0,8.585094901,0,0,7.066056618,6.332938031,6.599556344,3.593652155,0,6.755950967,6.352817185,6.416410638,0,3.266247663,0,0,0,0,0,6.874974219,5.6542836,6.614926874,0,6.556204666,7.731551804,5.559776395,0,6.487273734,8.659923079,5.438499147
Cldn12,0,0,7.845396212,0,0,0,0,6.31317656,0,4.998552037,0,0,0,5.800778323,0,0,0,6.957277767,0,0,1.1653776,0,5.820555727,0,6.234325819,0,0,0,0,0,8.260501453,2.668015194,0,0,0,0,0,0,0,0,5.309955768,0,0,8.092057759,0,0,0,0,0,0,0,0,0,0,0,0.99745339,0,0,0,7.659416657,0,0,0,0,0,0,7.604016148,0,5.254429782,0,0,0,0,5.502108757,0,7.116869958,0,8.046674518,0,2.888399165,0,0,0,0,4.12845431,0,0,0,0,0,2.348453836,0,7.605661821,0,0,7.082108453,0,0,2.039774375,0,3.408699226,0,0,0,2.075430299,0,0,0,7.760098372,0,7.160107042,1.51757183,6.528316311,0,5.580233616,0,3.95170578,0,0,0,0,0,0,0,6.951271184,0,0,0,0,0,0,0,0,5.847353081,6.42730401,0,0,0,0,0,0,0,0,0,0,0,6.897292149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.291078411,0,0,0,0,0,0,0,0,0,0.788484752,0,0,0,0,0,0,5.393955402,0,0,0,0,0,0,6.986362002,4.687396811,0,0,0,0,0.948025398,2.4150746,0,0,0,0,0,0,4.044906833,0,0,0,0,3.007263784,0,0,0,0,0
Clec1a,1.580989888,4.16155035,0,6.997765268,6.093593588,6.660375795,7.057887984,6.838866575,7.333843082,6.977585841,5.825298606,0,6.088208458,0,6.444493597,5.362569758,4.889427271,0,6.945634406,7.452710058,4.661510401,7.170048136,6.18200465,5.770593971,6.746067293,6.395963552,7.758029787,9.256546637,4.570009764,0,0,5.049990507,5.969482048,0,8.326395661,0,0,0,5.04708531,0,2.457677476,0,0,5.181751966,7.656642546,0,7.500571176,0,5.913204359,0,6.287263304,7.293673956,0,0,0,5.031548015,7.618786419,7.46654149,0,8.389655306,2.803715076,6.899614053,0,6.721836582,6.370100156,7.042799534,6.289857967,0,7.260386239,7.193323926,0,0,5.609263952,0,6.413035481,6.325214428,6.8389413,7.70508903,7.331568406,1.822376973,0,6.257363116,1.402061799,3.93636165,6.584765556,7.665392436,2.203106388,6.649799028,0,6.302526802,3.625917166,0,7.09289735,0,8.143600474,7.552538894,0,7.402493139,0,7.000835855,5.094108308,7.541042756,3.177359075,2.541265753,0,4.994824614,3.002084928,1.012559087,7.823245217,0,5.882047076,7.180961597,7.414900153,5.880403833,7.740156704,0,6.425250761,0,7.404914305,0,0,0,0,0,0,0,0,0,0,0,5.073142486,0,0,0,0,4.504835707,6.036975317,5.500584553,0,0,0,0,0,0,4.780678914,0,5.660632595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.979496189,0,0,0,0,0,0,6.302517368,0,0,0,0,0,0,0,0,0,0,0,0,4.348312826,0,0,0,6.952417346,0,0,0,0,0,0,0,0,0,0,7.419766744,0,3.937065187,0,0,0,0,0,0,0,1.932637934,0,0,0,6.189603169,0,1.478544053,2.539838003,0
Clec1b,0,3.684925009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639689526,0,0,4.188189636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592732307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917664027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45940927,0,0,0,0,0,0,0,0,0,0,3.898251447,0,5.512354746,0,0,0,5.17394808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18559946,0,0,1.091422552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28523585,0,0,0,0,0,0,0,0,0,0,0,7.020346462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632580919,0,0,0,0,0,0,0
Clu,0,6.753095422,0,0,0,0,0,0,0,2.659761244,0,0,0,0,0,6.839289534,5.12039458,0,1.389126881,0,0,6.007876551,6.041626837,7.202206699,5.997404271,0,3.701520906,8.839008568,0,6.458223652,0,6.229061816,0,0,0,0,0,6.851892613,8.166211679,2.671224799,0,5.188092608,4.562968754,0,2.246736013,6.494262797,0,0,6.020312992,6.997152819,0,0,0,0,0,0,7.224639614,0,0,6.029413212,0,0,0,0,5.939897335,6.262454258,0,5.441544268,2.648031685,6.519592112,6.313864413,0,0,0,0,4.768252569,4.170751156,7.885675775,0,8.182599792,6.304686557,0,0,6.596799625,0,0,0,0,7.806647435,0,0,6.514898998,0,0,0,0,0,0,0,6.933520167,0,0,4.097048715,0,5.279337262,0,0,0,0,7.28791023,0,0,6.96756353,8.053884954,7.410228828,7.306701196,3.218194256,6.640664696,6.175759918,0,4.677624965,6.697966152,0,0,0,0,0,0,0,0,4.695043677,0,0,5.885296842,0,0,0,5.951416454,6.616821394,0,0,0,6.449112824,0,6.292629797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.237365826,0,0,0,3.946553225,0,0,0,0,0,0,0,6.754553639,0,7.817351337,5.681344366,0,0,0,7.092901788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
