Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Nckap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936556623,0,0,0,0,0,0,0,0,0,0.949731807,0,8.229427953,3.523449125,0,0,0,0,0,0,0,0,3.60444536,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58357278,2.756329587,6.552546889,0,0,4.006566076,0,0,0,0,0,5.254370918,0,0,0,0,0,0.927448759,0,0,0,0,6.099410179,0,0,0,1.689632868,0,8.901046579,0,4.341244922,0,7.537338367,0,0,0,0,7.151448365,0,0,0,0,0,0,0,4.35936071,0,0,0,6.769645265,3.761249329,3.709833416,0,0,0,2.540102531,0,0,0,0,7.952681874,0,0,0,0,0
Ndn,0,0,0,0,2.39669864,5.062185595,0,10.36340944,0.851263795,2.19579389,0,0,0,5.886153269,1.103421938,0,0,0,0.904668109,2.358260329,0,0,5.71125742,0.861138495,0,0,0,0,0.862013739,0,0,0,0,0,0,0,0.884784109,6.297583023,0,9.794393932,10.20090168,2.59796426,2.637324038,0,0,1.316513526,0,0,0,7.131055722,2.66667876,5.501621283,0,8.781895667,0,0.996888018,1.158157327,9.670072523,9.79201917,0.931623585,1.75082335,1.724352879,0.974417955,8.149443609,0,0,1.613166068,0,0,0,0,0.932930931,0,7.901726606,0,0,4.490490745,0.844816434,8.638959425,0,0.926095969,0,3.255452186,6.86520023,14.53267749,0.912516328,0,9.081254916,2.251533573,11.70522136,1.857151074,0,0,0,0,8.968111744,0.906810664,0,0,0,9.206933579,2.702702203,0,7.835614585,0,0,7.432836949,0,0,1.506773159,1.737743491,0,0.938908874,0,0,5.691436497,0
Ndrg1,0,0,1.437648487,0,1.19834932,0,5.845235311,0,0,0.945676955,0,10.06949467,0,3.50846672,1.748882394,0,1.776399281,0,0,0,0,0,0,0.861138495,0,0,0,0,0.862013739,0,0,5.424856836,0,0,2.274187065,0,0,0,0,5.022055569,0,0,0,0,0,0,0,3.520090982,0,7.466837764,8.875331401,2.399854429,3.927297636,0,0,9.816413482,0,10.21246346,4.687497044,9.265410043,5.418644686,0,0,0.877225735,8.507771318,4.893576406,8.967351085,8.118250616,3.867391767,10.17924462,0.991333999,8.219654796,3.577921741,0.934981567,0.897327822,0,1.423451888,6.744164163,0,6.996082253,2.935654765,0,0.941036721,4.069904644,1.925723568,0,0,8.500946421,8.832378856,9.408878554,8.620048751,7.985984004,0.99171717,5.846414653,0,6.762841064,1.437260898,8.460348339,10.37713113,4.913483821,0,0,0,8.16016942,0.929143194,0,6.875995048,1.345144654,7.695645271,7.499575906,0,2.204832064,3.755635498,0,0,6.065842706,3.401683464
Neo1,0,0,6.264931068,0,0,0,0,0,0,0,0,0,0,0,0,3.465671325,0,0,0,0,0,0,0,0,0,0,3.778891675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.296952059,1.199927215,5.72687379,0,0,0,4.409515999,0,7.663514851,0,0,8.106511876,0.974417955,0,0.970300236,2.799737541,0,2.38039143,1.854897518,11.34127662,0.991333999,0,0,0,9.450976001,0,0,3.710701942,0,0.91184755,1.467827383,1.02196775,0.941036721,0,11.39327606,0,0,0,0.969682729,11.02140389,7.156865144,0,0,0,0,0,1.437260898,0,0,0,0,0,1.899123267,4.791956204,0.929143194,10.73188177,0,0,0.971082315,0,0,0,0.938908874,0,0,0.89276883,0
Npdc1,0,0,0,0,2.782480954,7.877265569,0,0,0,0,0,1.684935885,0,0,0,0,9.415664156,1.610895069,0,0,6.251487664,0,0,0,0,4.565697876,0,0,0,0.905259364,0,0,0,3.801866701,0,0,0,6.848367645,0,0,0,0,0,0,0,0,0,0,0,6.678543999,0,1.901839639,4.09413415,10.5609837,0,0,1.835635933,1.123469435,0,0,0,0,0,0,0,1.580661918,7.952823284,0,0,0,0,0,0,0,10.662969,0.890834756,9.158101438,1.339002368,0.928999481,1.445244174,0,1.02196775,0,0,0,0,0,0,0,5.606244069,0,0,9.713290383,5.417801403,7.692595626,0,0,0,0.956677078,1.900795009,0.872952092,8.603497496,1.505019581,5.985086995,9.360319979,0,2.540102531,0,0,1.901336035,0,0,0,9.321631972,0,5.490302543,3.671032999
Nrg4,0,0,0,0,0,0,0,0,0,4.811096366,0.880562614,0,0,0,0,8.943012398,0,0,0,0,0,0,0,0,4.595226731,0,0,0,0,0,0,0,0,0,0,0,1.769568219,0,0,0,3.412580689,2.59796426,10.74501063,0,0,0,0,0,0,2.581886553,5.044471275,10.5604393,0,0,2.444261482,0,0,0,1.46035603,1.476588447,2.457591275,2.175891074,0.974417955,9.784738316,0,0,0,0,0.927448759,0,0.991333999,0,0,0.934981567,0,0,0.898098149,0,0,0,0.926095969,2.0439355,0,0,5.777170704,0,0,0,0,9.50214009,0,2.154312655,9.595812724,1.865841326,9.194215027,2.531478037,5.82740541,0,1.516297294,10.08030105,0,0,0,0,0,0,0,0,0,0,0,0.949569484,0,0,0,6.401085557,0
Nrk,0,0,2.721165616,0,0,2.560652398,1.229310958,9.562951392,0.851263795,0,0,9.706992359,0,0.898020212,0,0,0,0,0,0,0,0.920680844,0,5.260285559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37949783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996888018,0,0,0,0,0,0,0,0,0,0,0,0,2.397420263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99171717,0,0,0,0,0,9.37474811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89276883,0
Nt5c3,0,0,9.350232576,0.932312091,1.19834932,7.095467891,1.229310958,7.722875599,6.494595071,2.654850853,11.00140175,8.371298922,1.766179812,10.33734279,1.748882394,5.202186976,7.645027691,12.83344559,0,1.824599257,9.049409574,0,5.451942656,3.278659889,3.846031482,7.882021826,6.671748775,0,0,3.845476159,0,8.620654342,0.823536549,1.474219189,5.247395685,7.118120163,0,8.060840883,10.08353286,8.783384057,8.202885507,1.005029767,3.990646589,1.487624113,2.030929942,2.633027052,1.02489115,8.603445903,7.731740905,1.583076492,11.26351204,10.24170921,10.58459708,11.82073606,11.74367273,4.445553948,10.23353646,2.608615244,2.139382915,10.00621868,8.415217315,10.77488406,9.559597153,8.549893187,2.910900708,9.779137301,1.01779447,4.700406299,8.868489869,9.828387654,9.960055522,10.09000561,0,2.416892289,6.686179037,1.781669513,10.53663785,3.82157948,4.644997406,0.91184755,5.887703283,8.666061955,3.846452628,5.147716956,1.214996296,9.13540833,5.744505456,12.30577844,10.63053092,9.20616304,0.928575537,1.470547163,11.61252674,5.810993661,2.086095327,6.138400721,9.245830013,10.47285086,0.956677078,10.47826513,8.373755434,8.563236295,1.505019581,8.558494522,3.214307345,3.07176908,1.733889722,7.811843917,11.37633032,9.814868254,8.495072713,10.75842887,8.990558777,4.497644393,1.530604843,7.694225944,2.647024241
Ntf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.986995425,0.890834756,0,0,0,1.823695101,0,1.61978056,0.941036721,6.526432813,0,0,0,0,0,0,0,0,0,0,0,0,3.85206597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nupr1,0,0,0,8.372292707,0,0,0,0,0,0,0,0,5.614290001,0,0,6.23579206,0,0,0,0,0,0,0,0,0,4.947583557,0,0,0,0,0,0,7.918064961,0,0,0,0,0,0,0.964027359,0,0,0,0,0,0,0,0,8.200439556,6.037201659,7.742413239,8.989678419,2.756329587,7.984576917,4.774731099,5.071630749,6.602006026,5.512741604,7.51370319,0.931623585,0,1.724352879,0,10.47692397,10.41589128,9.55144176,7.566923495,9.50490723,8.223946662,0.93543081,8.793494127,8.326233636,1.034251327,9.950122165,10.37683307,9.751884585,9.514743318,6.273830507,0,8.760420612,6.503386523,7.130555063,10.0881435,7.290475857,0,10.50059834,5.020787488,0,9.505330824,10.83334592,1.471757405,8.898261363,11.18330298,1.478644267,7.161892649,0.901730671,7.656151199,10.65467625,2.221335385,11.02098981,8.616355527,7.576972863,3.615318159,9.935697743,1.472657121,10.90021302,6.488004927,8.283136926,0.971082315,9.986595443,7.236105319,10.25697264,9.363719226,8.725561532,9.972275673,8.876367046,1.024008758
Ocln,0,0,0,0,0,0,0,0,0,0,0,0,3.3622367,0,1.103421938,0,0,0,0.904668109,0.912299628,7.932586805,1.841361688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874673917,8.474165163,1.02489115,0,10.21669239,0.998810061,3.64058288,0,2.537979279,0,0,0,0,0,0,0,0.875411675,1.087945537,0,0,0,0,0,0,0,0,0,0,0,0.934981567,1.422230948,0.890834756,0,0,0,0,1.852191938,11.78469996,0,2.573858478,1.214996296,0.912516328,5.595335992,11.12826347,0,4.335356299,0.928575537,0,0,0,0,8.430034911,0,0,0,0.950397505,0.872952092,0,0.949561634,0,10.46191382,0.969035254,1.093962615,0,0,0,0,0,2.427044232,0,0,0,0
Osmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625828977,0,0,0,0,0,0,0,0,0,0,0,0,0.928999481,7.596526147,0.926095969,0,0,0,0,0,0,0,3.588252486,1.039672488,0,0,0,0,0,0,0,0,0,0,0,0,0.949561634,0,0,0,12.67915708,0,0,0,0,5.120380075,0,2.248822197,0,3.85848269,0
Oxr1,6.32761694,2.00881412,1.437648487,0,1.19834932,8.444435429,2.458621916,1.773171212,0,0.945676955,0,0,2.282754291,0,1.103421938,5.082004193,8.827025132,12.99692612,7.267581596,0,0,0,0,9.775206232,8.898463663,0,4.913676663,5.242036885,0,0,6.294375826,0,0,0,0.979439057,1.647666291,0,0.90111134,7.552705795,9.880425773,0,0,7.712237783,0,6.388426516,11.18200682,2.379723555,7.074390827,9.61158425,1.583076492,10.81617786,10.17996144,4.719978405,9.541177834,11.73688698,3.795506503,10.9340118,1.123469435,8.79099535,5.284565233,11.37060159,3.763673191,11.86498547,8.59618202,11.55617207,9.860392969,2.363245574,2.38039143,2.397420263,10.79272357,5.125122424,9.902791135,5.466434257,8.819252805,2.31955877,7.368506752,0,3.710701942,2.608031266,6.519479396,9.91284195,12.17037672,9.969648483,6.889142414,0,11.21168457,5.678893611,10.86895359,10.10303392,5.774953209,0,6.351327538,2.563551695,1.478644267,9.809860013,0.901730671,11.27064415,9.99080914,1.913354156,12.3509768,9.758438863,0.962721949,1.505019581,10.35559213,10.65362691,8.726767674,5.655704674,6.462541692,0,0.950668018,1.096394072,11.29926622,4.891201996,0,11.85819049,6.383071373,8.366074756
Pbx3,0,0,5.010175625,0,0,1.981883581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810518728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.015493915,0,6.479955525,0,4.522421135,0,9.178179665,2.24693887,0,0,0,0,6.445492041,10.47144879,6.617621256,0.997286634,0,0,0,0,2.78302638,0,5.744840889,0,5.623361917,9.717575283,0,3.82157948,0,0,0,0,0,6.54163399,1.214996296,0,0,0,0,1.647841906,0,0,0,0,0,3.960687337,0,0,5.191183111,0,0.872952092,0,0,0,0,5.412025557,0,6.77025194,11.26356723,0,0,0,1.488135358,9.446995601,0.965704137,7.367722465,7.46031568
Pcdhb16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.763057627,0,0,0,3.476869057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.607364864,5.452101619,11.39261489,0,0,0,0,0,10.30778607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844816434,0,7.231623414,0.926095969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949569484,0,0,0,0,0
Pclo,3.525263308,3.183895051,4.614609653,4.85683636,2.782480954,3.68898518,6.973174632,2.659756817,3.796152684,4.445097518,4.479829579,3.443556411,4.198993157,2.521061462,8.504469151,3.905370877,4.591925528,2.627256697,4.677066275,4.82187048,5.111803167,5.056243945,3.736183821,3.444553981,3.502507776,5.387282769,4.276549785,10.69490522,4.229807107,5.000256183,4.208143718,5.080312006,3.915823643,4.881248256,4.708511174,3.36738737,4.64328287,5.365393816,4.43677684,5.468373221,4.112530236,2.821475264,4.126291347,5.791007171,4.590225314,2.75928501,6.441853107,5.058828499,4.199752614,2.996430183,2.66667876,1.901839639,4.243374497,4.715293182,4.381292878,1.580030126,1.158157327,3.886565685,4.167928879,4.326325952,3.239408133,5.113822414,4.915348204,5.00057242,2.723977143,2.577948552,3.766287081,3.546535914,5.286865742,2.418053567,4.713681641,4.332397078,5.504211192,2.624825103,0,4.029746213,2.983417473,5.429014073,3.437706579,3.562488619,2.935654765,3.535427547,2.823110162,3.982817511,3.851447136,3.474273531,2.884908713,1.374512502,4.386419904,4.335356299,4.200468972,5.364014684,2.784102078,4.48488074,2.086095327,2.99548445,0,8.334252802,4.647519064,3.012688811,2.256548422,4.354932384,4.946697048,3.47654917,4.143450539,3.219065436,3.921814952,3.140532791,3.359392864,3.619530556,2.192788145,3.154401548,3.248091047,0,3.207999703,3.08847272,6.276439491
Pdgfd,0,0,5.684321353,0,1.19834932,0,12.21340727,0,0,0,0,8.672887963,0,0,0,0,8.751706006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80891848,0.974417955,4.975997488,0,0,0,7.478290458,0,0,0,0.932930931,3.10275398,6.989672956,0,3.391724095,0.898098149,0,0,0,0,0,6.182475377,5.648058745,0,0,0,0,0,9.648962034,0,0,0,0,0,6.949962122,6.589599529,0,0,6.243974376,0,0,0,0,8.72281237,0,1.093962615,0,0,0,5.026925708,0,0,0,0,6.317960383,0
Perp,7.167266409,0,0,0,1.19834932,0,0,3.623885719,0,0,0,0,0,0,0,0,0,0,10.30188897,0.912299628,6.447624038,0,0,0,0,0,0,0,0,0.905259364,0,0,0,0,0,0,0,1.428227683,0,0,0.922209507,0,0,0,6.041277052,0,0,0,0,1.583076492,0,9.516307564,0,0,0,0,0,0,8.692897286,0,0.875411675,0,1.544415919,0,0,0,0,0,0,0,0,0.932930931,0,0,0,0,9.466069482,0,0.928999481,0,0,0,0,0,0,0,0,0,0,0,0,0,9.679048687,0,0,0,0,0.988099603,0,0,0,0,0,0,0,0,0,0,0.971082315,0,0,0,0,0,9.709117814,0,1.024008758
Pgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000256183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.077449161,0,0,0,0,0,0,0,1.363025405,0,0,0,0,0,0,0,4.536651296,0.974417955,7.95064341,0,0,0,0,0,8.334588508,0,0,0,0,0,0,0,0,4.802857645,0,0,0,0,0,0,0,0,0,0,5.867762005,0,0,1.98343434,0,0,0.901730671,0,0,0,0,6.039836135,3.19809309,0,0.913114023,9.367760167,0.969035254,0,0,0,0.950668018,1.096394072,0,0,10.17303973,0,0,0
Phactr1,1.019029626,1.591947526,0,2.617330937,0,1.352846009,4.407033686,2.659756817,0,1.498862511,0.880562614,1.335280097,2.050471263,0,0,0.936556623,5.497799949,0,2.714004327,0,1.308925035,0,0,1.364872223,2.033142802,0.949731807,0.889584783,0.883876083,2.732518902,1.810518728,0.958069127,0.961196858,0.823536549,0,3.511252293,1.305744642,1.769568219,5.595408843,7.042161614,2.238402209,1.461667487,3.33863662,2.18129768,1.87717263,1.749347834,2.147141081,2.049782299,0.900995535,0,7.885423412,0,1.199927215,2.279725679,7.30247949,7.332784447,0,3.671271866,0,1.84276414,1.86324717,0,1.087945537,1.544415919,0,0.970300236,0.997286634,1.613166068,9.294362328,0.927448759,0.93543081,1.571227214,2.411591472,3.10275398,3.351873856,0,3.563339026,0,3.028635235,4.726250341,1.445244174,0,0,0.941036721,5.187075521,1.925723568,0,0.868444058,0,0.969682729,1.039672488,0.928575537,1.470547163,0,0,0,0,0.906810664,7.629215042,2.221335385,1.506344406,5.276466489,0,3.010039162,2.120185104,8.552364636,0,2.18792523,2.382579061,0.971082315,3.013546317,1.737743491,0,0.938908874,0,1.530604843,3.85848269,0
Phf11d,0,0,0,4.217371506,0,0,4.680423127,1.405204939,0,1.498862511,0,2.670560195,1.766179812,0,1.748882394,0.936556623,1.407763124,0,0,5.494203918,0,0,0,0,0,0,0,0,0,0,3.31437463,0.961196858,4.977779471,4.019949574,0,0,5.865549392,6.645731665,0,1.928054718,1.844419015,0,0,0,0.874673917,0,0,0,0,0,0,0,7.626992983,0,9.984716497,0,0,0,3.982147055,0,1.387494678,1.724352879,4.827457839,5.694820602,0,0,3.226332136,3.075536364,8.998268016,3.900676323,0.991333999,0,0,0,0,0,0.898098149,3.651235881,0,0,0,0,0,0,0,0.912516328,6.656915426,7.216949426,6.231437947,4.636348364,3.627843032,7.065018861,0,0,0,0,0.906810664,4.03882041,0,0,0,6.98684657,1.899123267,6.37105214,2.157403687,0.969035254,0,0,0,0,2.192788145,0.949569484,11.57286646,1.418848834,0,3.792417278,0
Pla2g4a,5.691242247,1.591947526,0.907055205,9.061503714,12.37736058,9.133368874,10.66110751,0.886585606,9.087304791,1.498862511,0,8.098533546,9.199900396,7.238667868,1.103421938,7.922736708,0.888199641,0,1.433865028,6.946896961,10.47012845,10.80975575,8.016364534,1.364872223,8.773423609,3.960310406,0,5.177729294,0,6.789305717,0,0.961196858,6.486599581,8.363272971,9.92856502,5.608124618,0,6.145740604,0.980814872,0.964027359,1.461667487,0,0.939433777,0,9.409937239,0,1.02489115,1.428044136,8.971528624,9.51613989,0,3.368621572,7.996624265,8.689340702,3.159162137,1.993776036,7.44262561,1.780656925,8.103017096,0.931623585,6.952969929,8.528626777,0.974417955,9.955396394,8.606916979,0,0,1.025178788,0.927448759,0,0.991333999,8.819248572,0,7.11961334,6.846033958,7.603519961,7.832403039,9.034769293,7.701423209,9.787646426,5.447892014,9.010672914,9.491424557,9.332602771,2.429992592,3.156787836,9.250621472,0.867220834,1.536910764,10.21804311,0,7.201260057,0.99171717,1.865841326,10.17148011,8.324075269,7.678515012,12.94053354,5.673800467,0.950397505,10.89402978,8.503617091,12.25249477,0.913114023,7.318412116,0.969035254,1.733889722,7.389864167,8.607854401,0.950668018,1.096394072,11.18215087,7.505969388,1.418848834,5.477884618,9.089415392,0
Plac8,6.615390631,0,7.820676984,0,8.889178517,0,0,0,7.668549138,7.716602276,0,9.450259382,0,0.898020212,3.310265814,4.113653972,0,0,9.090545619,0.912299628,6.37073059,0,0,7.150705259,7.639419403,0,0,8.70772535,7.919623709,0,8.726596073,0,8.711676536,9.708453283,0.979439057,0.823833145,6.819348884,0,0,0,6.959817822,9.439558593,0.939433777,7.46022871,0,0,0,8.946217491,0,0,8.576365973,0,0,0,0,0,0,0,0,0,0,0,0.974417955,5.763246413,0,5.307487757,0,0,0,0,0,0.932930931,0,0,9.246892916,0,0,0,0,0,0,3.39490338,7.406302206,0,0,0,0,0,0,0,0,6.267265409,8.850889798,0,0,4.508653355,0,0,0,0,0,0,2.665756526,0,6.001736928,4.38349101,0,0,0.971082315,0,0,0,7.312130827,5.675395338,0,0,0
Plcl1,0,0,6.906962202,2.409991794,2.39669864,2.206396809,1.229310958,1.405204939,3.325794516,1.498862511,0.880562614,2.798617928,2.799328771,2.321348572,5.186568303,5.050210595,2.664598922,3.221790137,3.129637461,2.561148852,3.144265037,2.762042533,3.238604247,1.364872223,2.775671742,2.205208965,2.0655519,3.820048874,3.281992251,7.061837681,2.87420738,4.716487823,2.470609646,1.474219189,4.084187413,2.312792036,1.769568219,2.329339023,2.753495458,4.583841641,1.844419015,2.821475264,3.757735108,3.987046631,4.449871051,2.491882664,2.379723555,3.520090982,2.34298273,2.319165142,0,1.199927215,1.55615487,4.089076214,2.444261482,0,2.316314654,2.608615244,8.611710171,3.547021642,3.501646701,3.263836612,2.735537043,7.497555772,0.970300236,3.797024175,3.648755008,2.878040716,5.032582512,2.172003079,3.553895211,2.619068241,3.278499138,2.624825103,1.422230948,2.959289005,3.106909134,6.074081944,3.437706579,0,3.076424217,2.37293563,2.64182407,3.444571207,3.410925833,0.912516328,2.75290253,1.374512502,3.691926313,2.918729675,8.421045658,2.783435878,9.844078171,3.813278543,3.108065296,3.232670641,2.105549158,3.542300023,2.221335385,4.617013016,0,2.702702203,4.409627669,2.120185104,3.43823838,7.546752136,3.467779444,3.042528225,2.726172716,1.901336035,2.192788145,2.848708453,3.118987769,3.294464971,2.242295566,4.196406069,2.647024241
Plek,1.019029626,0,4.493729552,0,2.39669864,1.981883581,1.229310958,0,1.70252759,0,1.395658723,8.70535213,1.399664386,2.846656721,2.562066398,0,2.664598922,0,2.100574299,2.118294138,3.226465553,0.920680844,8.421854529,1.364872223,2.033142802,3.010578599,0.889584783,1.400910446,2.22827319,1.810518728,1.916138254,0.961196858,2.848968375,2.790386249,0,5.564900218,1.402349634,0,2.277381607,1.928054718,1.461667487,1.005029767,2.18129768,5.713609316,3.236678103,0.830627555,1.62441404,5.426126509,2.720118714,4.08259901,2.296952059,4.904657902,7.924758763,11.07338374,9.096250051,0.996888018,5.378316071,2.608615244,1.84276414,1.476588447,7.712877274,7.114248646,4.99806547,7.312018928,6.579954929,0,11.12373877,1.025178788,0.927448759,0,1.982667997,7.265575184,4.040706782,7.755317504,2.08353068,0,2.085319324,5.356009471,4.259427785,1.823695101,0,2.0439355,6.22468486,2.795295585,7.176850196,12.33845727,2.605332173,2.01362442,10.83371,7.838255996,12.39002692,2.398359123,2.302695959,1.478644267,0.898432355,11.13921138,0.906810664,6.135558404,12.41163889,3.157152172,11.08914393,2.488600137,4.103937102,11.13548446,7.11557508,11.31141991,1.733889722,11.11227593,11.9800342,12.89239618,10.89769573,0.949569484,6.866130705,1.418848834,4.99261796,6.607274478,4.632167062
Plscr1,7.532990457,0,3.251758897,7.658309035,7.700909999,0,1.229310958,0,0,0,5.090849222,0,4.905201346,0,1.103421938,7.598978961,3.184162405,1.610895069,0,2.118294138,0,0,0,0,0,10.54825609,0,7.927190072,2.419978512,0,0,5.339053352,0,3.089820825,0,0,4.64328287,0.90111134,0,0.964027359,6.391591866,0,0.939433777,0,1.386325359,7.073374932,0,0,0,2.996430183,4.878642925,9.391288527,0,5.571315694,10.27218177,7.833527101,8.394240355,1.123469435,6.134756679,0,8.166430946,0,3.49325183,0,4.261866631,6.625828977,2.630960538,2.650048723,0.927448759,0.93543081,0,7.780504026,0,8.75938085,8.445210655,10.39662622,0,5.672304954,5.442061306,0,3.203765676,8.815196257,8.130787761,9.532522414,1.214996296,0,9.120258096,7.59819977,0.969682729,8.873890983,0,9.63512656,0,6.314179006,10.96195735,0.901730671,10.59386613,5.328146704,0,0,8.228677534,8.460306681,0,7.169542154,0.929143194,0,0,0,0,4.108718814,10.04282864,0.949569484,9.417882391,9.093956859,8.511504956,7.94371908,0
Plscr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.384824714,3.995240244,1.14847603,3.599781644,10.57165378,2.72605081,1.222130741,0,0,0,9.810377286,0,0.875411675,2.526131309,6.658090717,7.990232059,0,4.631255709,2.857310314,0,1.469971504,7.222554071,0,8.512174988,7.82125926,4.87074287,0.897327822,9.333951233,11.52874167,2.371699574,9.712993564,8.0628755,1.467827383,10.66172137,0,0,0,9.433248774,2.438030699,11.79261533,0.969682729,7.008917752,0,0.927811959,0,0.932920663,3.672308867,0,0.906810664,0,10.0676505,6.906335796,7.416474416,8.457160781,0.949561634,0,0,1.938070508,6.488004927,0,5.890671933,3.619530556,7.559437326,7.473458169,8.260202481,6.027167001,0,0.89276883,0
Plscr4,0,0,0,4.217371506,7.978863203,0,0,1.405204939,0,0,0,0,0.883089906,7.406805613,1.103421938,7.755410707,0.888199641,1.016361629,0,0,0,9.370155212,0.8506179,0.861138495,0,7.486396825,0.889584783,0,0,0,0,0,2.470609646,0,0,0,0,7.172848008,6.235581554,6.872823878,0,1.005029767,0,0,1.749347834,0,0,4.421086517,10.23659963,0,6.070157756,1.199927215,1.55615487,11.55815593,6.318324274,0.996888018,2.99379326,7.181573242,0.92138207,0,0.875411675,1.087945537,0.974417955,10.24167618,5.328746355,1.580661918,1.01779447,6.127780587,6.313472874,0,0,1.478660541,5.612121521,9.946741479,5.908870058,0.890834756,0,4.692607945,3.086069477,10.56585908,0.926095969,3.065903249,0,0,0,0,0.868444058,0.867220834,0.969682729,1.039672488,0,0,6.015844804,6.847497729,0,0.901730671,10.18947977,0,0.956677078,0.950397505,10.17744971,10.44871933,0,4.010686632,3.086546882,0,9.302867442,5.67477807,2.913246945,7.365959137,10.71701859,5.631647196,0.938908874,0,0.965704137,6.48756052,8.683369259
Plxdc2,4.732227035,0,6.665702125,4.433039109,4.898208316,5.121304796,0,0.886585606,8.676329863,3.141470844,0,0,0,0.898020212,0,1.484407127,0,0,0,1.4459607,0,6.582635214,0.8506179,0,4.253779053,3.285532241,0,5.555516691,0,0.905259364,0,6.98481239,0,1.474219189,9.06242191,0.823833145,0,10.30011042,0,4.775980785,0,3.33863662,0,0,6.698437835,0,0,8.33661024,0,6.468027703,0,9.537462154,0,1.363025405,1.222130741,0,0,0,10.36090304,0,0.875411675,1.087945537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.122578591,0,0,0,0,0,0,0,0,0,0,0,0,0,5.900795293,0,0,3.33094351,0,0,0,0,0,2.192788145,10.92273806,0.938908874,1.418848834,0,0,0
